id,conversation_id,created_at,date,time,timezone,user_id,username,name,place,tweet,language,replies_count,retweets_count,likes_count,link,retweet,quote_url,video,thumbnail,near,geo,source,user_rt_id,user_rt,retweet_id,reply_to/0/screen_name,reply_to/0/name,reply_to/0/id,retweet_date,translate,trans_src,trans_dest,hashtags/0,mentions/0/screen_name,mentions/0/name,mentions/0/id,urls/0,photos/0,reply_to/1/screen_name,reply_to/1/name,reply_to/1/id,hashtags/1,mentions/1/screen_name,mentions/1/name,mentions/1/id,mentions/2/screen_name,mentions/2/name,mentions/2/id,mentions/3/screen_name,mentions/3/name,mentions/3/id,mentions/4/screen_name,mentions/4/name,mentions/4/id,mentions/5/screen_name,mentions/5/name,mentions/5/id,mentions/6/screen_name,mentions/6/name,mentions/6/id,mentions/7/screen_name,mentions/7/name,mentions/7/id,urls/1,photos/1,hashtags/2,hashtags/3,hashtags/4,hashtags/5,reply_to/2/screen_name,reply_to/2/name,reply_to/2/id,reply_to/3/screen_name,reply_to/3/name,reply_to/3/id,reply_to/4/screen_name,reply_to/4/name,reply_to/4/id
1415966490805772300,1415965979977216004,2021-07-16 16:28:13 SE Asia Standard Time,2021-07-16,16:28:13,+0700,1279459539020988400,salimalghifari_,Far_____,,@jepnchl Itu la ppkm,in,0,0,0,https://twitter.com/salimalghifari_/status/1415966490805772294,false,,0,,,,,,,,jepnchl,meicoot,1311521143208112128,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1415966488574390300,1415872296032473089,2021-07-16 16:28:12 SE Asia Standard Time,2021-07-16,16:28:12,+0700,1874281764,ekekzrombenk,ekekzrombenk,,@sundingjalila Ppkm terus ya,in,0,0,0,https://twitter.com/ekekzrombenk/status/1415966488574390272,false,,0,,,,,,,,sundingjalila,SUNDING BIN JALILA,1432297518,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1415966481230164000,1415966481230163969,2021-07-16 16:28:11 SE Asia Standard Time,2021-07-16,16:28:11,+0700,1260472495100002300,jokosudarso3,jokosudarso,,#VaksinPerkuatImunitas PPKM Cegah Penyebaran,in,0,0,0,https://twitter.com/jokosudarso3/status/1415966481230163969,false,https://twitter.com/poldasulut_/status/1415940541447958529,0,,,,,,,,,,,,,,,vaksinperkuatimunitas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1415966477295915000,1415966477295915010,2021-07-16 16:28:10 SE Asia Standard Time,2021-07-16,16:28:10,+0700,1266367602114171000,itshun02,Aku manusia,,PPKM =Pertemuan-Perkenalan-Khitbah-Menikah Sungguh nikmat mana lagi yang kau dustakan 😭,in,0,0,0,https://twitter.com/Itshun02/status/1415966477295915010,false,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1415966475806904300,1415966475806904322,2021-07-16 16:28:09 SE Asia Standard Time,2021-07-16,16:28:09,+0700,65025034,rouhge,ً,,mau beli pencil alis taunya ppkm gajadi lagi,in,0,0,0,https://twitter.com/rouhge/status/1415966475806904322,false,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1415966459172331500,1415966459172331520,2021-07-16 16:28:05 SE Asia Standard Time,2021-07-16,16:28:05,+0700,1260472495100002300,jokosudarso3,jokosudarso,,#VaksinPerkuatImunitas PPKM Cegah Penyebaran,in,0,0,0,https://twitter.com/jokosudarso3/status/1415966459172331520,false,https://twitter.com/PolsekBanjarsa8/status/1415940558523043841,0,,,,,,,,,,,,,,,vaksinperkuatimunitas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1415966443347271700,1415899223854239744,2021-07-16 16:28:02 SE Asia Standard Time,2021-07-16,16:28:02,+0700,1335933334019395600,nak_bali_asli,Goes Tu,,"@fadlizon Mentri juga manusia, apa salahnya nonton film sekedar untuk meningkatkan imun? Apalagi saat ppkm ada waktu bersama keluarga.  Dari pada megang HP terus nyinyirin orang.",in,0,0,0,https://twitter.com/nak_bali_asli/status/1415966443347271680,false,,0,,,,,,,,fadlizon,FADLI ZON (Youtube: Fadli Zon Official),79139422,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1415966439878451200,1415966439878451203,2021-07-16 16:28:01 SE Asia Standard Time,2021-07-16,16:28:01,+0700,1375400312559730700,erpelaheti,Heri Erpela. e-ktp.: Maisuhandri BSc.,,Bantuan PPKM dijalanan?.. Ini bantuan dari Pemerintah atau bantuan dari Pribadi?...  Klo bantuan dr Pemerintah bukan begini caranya &amp; bgm pertanggung jawabannya?. Bila ini bantuan dari Pribadi tak Soal.,in,0,0,0,https://twitter.com/ErpelaHeti/status/1415966439878451203,false,https://twitter.com/ekonomi_jeblok/status/1415505452486381571,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1415966439643631600,1415965179427246081,2021-07-16 16:28:01 SE Asia Standard Time,2021-07-16,16:28:01,+0700,16177329,vidaparady,Vida Parady,,@JAK101fm Sebulan lalu sebelum PPKM. Itu belanja pertama setelah pandemi Maret 2020 :-),in,0,0,0,https://twitter.com/vidaparady/status/1415966439643631621,false,,0,,,,,,,,JAK101fm,txtdariminJAK,133293130,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1415966434987937800,1415966434987937794,2021-07-16 16:28:00 SE Asia Standard Time,2021-07-16,16:28:00,+0700,1260472495100002300,jokosudarso3,jokosudarso,,#VaksinPerkuatImunitas PPKM Cegah Penyebaran,in,0,0,0,https://twitter.com/jokosudarso3/status/1415966434987937794,false,https://twitter.com/polsekkaliwate1/status/1415940563082170368,0,,,,,,,,,,,,,,,vaksinperkuatimunitas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
